,text,likes,timestamp,Language,sentiment,overall_sentiment
1272,mr dhankar suspend mp silence manipur govt carry genocide rajya sabha heat exchange jagdeep dhankar,20,08-08-2023,nl,-0.3182,negative
1273,chairperson delhi commission women ms swati maliwal serve advisor cm delhi public grievances indian activist gut speak fellow indian kukizo woman manipur large,1050,08-07-2023,en,-0.3612,negative
1274,send army manipur day voilence stoppeace,0,08-09-2023,en,0.0,neutral
1275,morning lovely melodious indians rest notional kuki n meitei sizzle manipur make difference,0,08-09-2023,en,0.5859,positive
1276,account withhold indiau thankful peter ur platform stand hate u hunger strike state oppression manipur violence christians stand weak,33,08-08-2023,en,-0.8591,negative
1277,loire part mr socalle 6x guy socalle christian mean christian guy mention christian gods christians believe god,247,20-06-2023,en,0.2732,neutral
1278,mmab seek relief support ongoing crisis manipur,42,08-03-2023,en,0.1779,neutral
1279,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2469,08-08-2023,en,-0.7579,negative
1280,thousand year history hindu meitei verge collapse double engine bjp sarkar tragedy hindus question favorite leader allow happen,263,08-07-2023,en,-0.5719,negative
1281,hear rajasthan bengal discuss fine hear manipur listen lok sabha yesterday floor house blabber sm,0,08-09-2023,en,0.2023,neutral
1282,confidence motion debate manipur awareness level average journalist,2445,08-08-2023,fr,0.5106,positive
1283,legendary singer taptas song yathi thangba reality,123,08-06-2023,en,0.0,neutral
1284,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2063,08-08-2023,en,-0.7579,negative
1285,month hear meiteis assam rifle significant number kukis aid tribe fact quietly goi move assam rifle manipur confirm escape kolkata share,21,08-08-2023,en,0.6124,positive
1286,bad perform subdivision monsoon till date rain departure normal 1kerala 2bihar jharkhand 4wb east 5nagaland manipur mizoram tripura 6rayalaseema normal rain continue entire maharashtra day,39,08-08-2023,en,-0.5423,negative
1287,miss linthoingambi miss july location trace kuki area family desperate answer,337,08-02-2023,en,-0.5423,negative
1288,meeteis remove 9ar moirang bishnupur today meetei roam freely arm hand hand manipur police commando,34,08-08-2023,en,0.8519,positive
1289,distance rajsthan aprx km manipur messiah women right visit obvious reason hey fraud ticket karwa du,580,08-08-2023,en,-0.5859,negative
1290,expect communal meitei government bring back manipur valley,6,08-08-2023,en,0.0,neutral
1291,indias opposition target modi noconfidence motion ethnic violence manipur state thestarcomnewsworldasia,0,08-09-2023,en,-0.6249,negative
1292,save humanity save manipur happen ji quiet month power,117,08-05-2023,en,0.7506,positive
1293,miss linthoingambi miss july medium coverageno actionno response government,172,08-03-2023,en,-0.296,negative
1294,watch press conference elaborate extensively cong betray north east particularly reference current situation manipur,870,08-08-2023,en,-0.6369,negative
1295,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3039,08-08-2023,en,-0.3818,negative
1296,beauty manipur lie diversity unity force oppression violence tear,11,08-08-2023,en,-0.0772,negative
1297,valleybase group militant wage war india past year major amit bansal geopolitic geostrategic expert real terrorist group manipur antinational group video mention,266,08-08-2023,en,-0.8625,negative
1298,ncp lok sabha mp supriya sule loksabha big achievement bjp lead central government year topple different state government karnataka madhya pradesh arunachal pradesh uttarakhand manipur meghalaya goa puducherry maharashtra,1546,08-08-2023,en,0.0,neutral
1299,govt antinational ncp mp supriya sule demand manipur cms resignation ethnic violence,7,08-08-2023,fr,-0.7783,negative
1300,youth congress worker clash security force delhi tuesday protest sectarian violence ravage indias manipur state reuter,10,08-09-2023,en,-0.5719,negative
1301,manipur mata behno rape support kr,0,08-09-2023,id,-0.4588,negative
1302,minority kill ruthlessly kill flee state woman strip gangrape parade naked street manipurthe cm helpless pm come parliament,115,08-08-2023,en,-0.9246,negative
1303,kuki leader understand international boundary understand citizen citizen india medium house interview traitor call wrong,66,08-08-2023,en,-0.4767,negative
1304,हम भरतय ह अवध अपरवस नह indian illegal immigrant video hindi aim shed light fact kukizo ethnic tribe indigenous inhabitant hill area outer manipur india time immemorial additionally,510,08-07-2023,en,-0.5574,negative
1305,supreme court pass direction manipur crisis top court hear multiple petition outbreak violence manipur bench chief justice india cji dy chandrachud justice jb pardiwala manoj misra affirm,204,08-08-2023,en,0.4588,positive
1306,manipur chinkuki leaders comfort home continue stoke hate violence elaborate propaganda manipulate poor emotionally charge masse frontline coercion push kill kill malicious,15,08-07-2023,en,-0.9674,negative
1307,dear supreme station masterwhat time train manipur,15443,08-07-2023,en,0.7351,positive
1308,pt nehru skip manipur law order problem regime,0,08-08-2023,sl,-0.4019,negative
1309,feel partition india divide deep wl hangshe kuki people alliance leave nda sense dejection travel delhi connaught place demographic divide full show pipedvideowatchvreqjsnji,371,08-08-2023,en,-0.0516,negative
1310,மணபபர கலவரததல சககத தவககம தமழரகள hindutamilinnewsindia,5,08-09-2023,ta,0.0,neutral
1311,respect pm opening mouth justify previous govts okmodi bcoz opium effect,5,08-08-2023,en,0.4767,positive
1312,head manipur assam rifle withdraw critical checkpoint bishnupur pipedvideomei 3pbccbcw,219,08-08-2023,en,-0.3182,negative
1313,artificially fiery leader manipur 2017why afspa put therehow remove congress sick ur supreme leader pappu speaking basis drag courtstart play victim card,0,08-09-2023,en,-0.4019,negative
1314,kamzori byan usko milengejanta manipur nazar araha usper shabd nahinsirf sonia gandhi aspershun,0,08-09-2023,id,0.0,neutral
1315,thousand iyc worker lead president stage massive bharat bachao sansad gherao protest violence manipur rise price record unemployment police arrest hundred youth worker include srinivas bv,605,08-08-2023,en,-0.886,negative
1316,manipur state police meitei militant patrol valley meitei gift arm partisan state security risk country,653,08-08-2023,ro,0.4939,positive
1317,papu mohabbat dukan leke manipur dukan nehin chali,0,08-09-2023,id,0.0,neutral
1318,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,851,08-08-2023,en,0.6908,positive
1320,expose speak bless particular community speak religious place bunker wholly wrong fact meiteis respect holy place mayhem lead question securitysafety live,276,08-08-2023,en,0.296,neutral
1321,भरतय सन दवर नयतरत असम रइफलस पर आज बजप क मणपर पलस न एफआईआर क ह bjps manipur police file assam rifle indian armys control india rule,51,08-08-2023,en,0.0,neutral
1322,question wrong apparent concerned manipur bring pm,0,08-09-2023,fr,-0.4767,negative
1323,dear indian fellow citizen support meiteis protect manipur foreign aggressor barbaric kuki narco terrorist sneak manipur create unprecedented violence inflict untold atrocity meiteis listen child,0,08-09-2023,en,-0.3818,negative
1324,meiteicentric manipur government attempt silence dissent free speech block internet day consistently target twitter account speak include itlfs account strengthen resolve,209,08-08-2023,en,0.6486,positive
1325,supporter manipur violence,0,08-09-2023,fr,-0.4588,negative
1327,assam rifle block manipur op onlineepaperasianagecomar,6,08-09-2023,en,-0.4404,negative
1328,brilliant speech calmly expose data point countrys slide government inaction,612,08-08-2023,en,0.5423,positive
1329,attack kuki militants kwakta bishnupur district offering prayer narrative harass manipur fake aggressor victim,34,08-08-2023,en,-0.9062,negative
1330,incredibly distressing debut parliament session regard concern pm modi bjp manipur pm parrot beti bachao rajya sabha single day speak issue despite notice issue,2144,08-08-2023,en,-0.4576,negative
1331,rouse communal politic election govt year open gujarat file action offender manipur past day control rape crime womenor genocide,0,08-09-2023,en,-0.8934,negative
1332,plan visit manipur tribal marginalize treat badly,0,08-09-2023,en,-0.1027,negative
1333,instead play empty rhetoric check history settle burman refugee manipur continued alienation meitis hill divide population geography sow seed divide,0,08-09-2023,en,-0.128,negative
1335,due lack confidence cbisupreme court direct former maharashtra police chief oversee cbi special investigation team probe atrocity order cbi police officer statesa big setback centre bjp run state govt,98,08-08-2023,en,0.5719,positive
1336,opposition slam pms maun vrat manipur centre india bloc back india read toiinbl 6vmya24gk,11,08-08-2023,en,-0.3818,negative
1337,long timeopposition look coherent outsmarted bjp strategy send congress lok sabha mp surprise open batsman noconfidence motion central govt manipur issue cover reverent issue lok sabha mp,2083,08-08-2023,en,0.2732,neutral
1338,u valid claim u force u afspa withdraw wage war ilp impose manipur meiteis wage war n forcefully st status,138,08-07-2023,en,-0.875,negative
1339,video assault bjp leader great noida viral social medium false claim thrash remark manipur violence truth attack local land dispute watch,1269,08-08-2023,en,-0.8074,negative
1340,violence maitati manipur convert christians maitai krishna bhakt hindu culture heritage destroy remember famous manipur dance depict krishna leela,448,08-08-2023,fr,-0.8225,negative
1341,hindu culture destroy convert christian medium show full story day lehru maitai hindu constant attackrbc kuki,261,08-08-2023,en,-0.5423,negative
1342,year visit festive mood umang lai haoraoba celebration deity year engulf home show sign end,37,08-08-2023,en,0.4588,positive
1343,outcry call feminist contractor feminism matter relate manipur bjp rule state govt strict action culprit heinous inhumanity cruelty,141,08-08-2023,en,-0.7964,negative
1344,himanta biswa sarma expose congress manipur wrong policy adopt congress party formative year today northeastern state resolve dispute exist region time we ve attain freedom,987,08-08-2023,en,0.5859,positive
1345,noconfidence motion highlight doubt pm speak parliament gaurav gogoi smart idea pm modi make full statement manipur crisis outline step double engine govt cnbctv 18compoliticsnocon,2,08-08-2023,en,-0.3612,negative
1346,solidarity work amplify atrocity nation commit,3,08-09-2023,en,0.5267,positive
1347,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2470,08-08-2023,en,-0.7579,negative
1348,side manipur meitei mobs loot sophisticated weapon brandish openly full public view fear law hand operation carry kukizo hill defend country make gun save,139,08-08-2023,en,0.4939,positive
1349,church burn downnow mosque bunker fire kuki zo people meitei militant common manipurwhat,0,08-09-2023,en,-0.34,negative
1350,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,852,08-08-2023,en,0.6908,positive
1351,manipur trasdi h rss gundo modi ji prayojit trasdi h n bolane matra karn h pipedvideoo 7cqharyk,0,08-09-2023,hr,0.0,neutral
1352,opposition capacity hear answer manipurthat congress ally run away discussion house honorable home minister thiru amith sha ji,2,08-08-2023,en,0.5423,positive
1353,meira paibisfrom strip cid ar patrol day night ensure safety citizen manipurbut detest meetei ar hope kukizo salute,104,08-06-2023,ro,0.8074,positive
1354,biren mr yamben biren cm manipur claim government exile october london remind secessionist cloak dagger stuff,278,08-08-2023,en,0.0,neutral
1356,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2064,08-08-2023,en,-0.7579,negative
1357,clear congress pot boiling ready debate manipur government ready speak time ask thursday pm shredd opposition party shout scream stop speak truth,0,08-09-2023,en,0.7717,positive
1358,manipur incident trs government u answer rule alcohol orphan girl home work stop monster rip dress naked min road jawahar nagar hyderabad,700,08-08-2023,en,-0.296,negative
1359,silly man qatch carefully word manipur bark obrien watch speak rajdeep night spoken choose create chaos usual,0,08-09-2023,en,-0.25,negative
1360,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2794,08-08-2023,en,0.5106,positive
1361,dr manmohan singh year ail parliament wheelchair duty nation vote delhi service bill year current pm fit fine parliament debate manipur,5731,08-07-2023,en,0.5106,positive
1362,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,329,08-08-2023,en,-0.8442,negative
1363,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2087,08-08-2023,en,0.2263,neutral
1364,swati maliwal manipur rajasthan jane visa lag,0,08-09-2023,id,-0.34,negative
1365,rajababu manipur raasta dena,0,08-09-2023,id,0.0,neutral
1366,recollect memories manipur episode wife army officer parade naked gangrape active support manipur police bjp limit insult daughter india manipur delhi,0,08-09-2023,en,0.2732,neutral
1367,retire army meitei guy threaten indian armed force leave launch attack ready suicide bomber attack indian armed force,449,24-07-2023,en,-0.9001,negative
1368,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3042,08-08-2023,en,-0.3818,negative
1369,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,227,08-08-2023,en,-0.6808,negative
1370,tweet world fight cripple innocent propagandist allow,35,08-08-2023,en,0.1779,neutral
1371,distance rajsthan aprx km manipur messiah women right visit obvious reason hey fraud ticket karwa du,581,08-08-2023,en,-0.5859,negative
1372,funny imphal know ambivalently accept corruption manipur government 3rd know pay government job manipur police rogue level,15,08-08-2023,en,0.6249,positive
1373,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2471,08-08-2023,en,-0.7579,negative
1374,love nation dedication parliamentary procedure congressi blood dr manmohan singh ji appear parliament excercise vote unconstitutional bill delhi pm time explain government inaction manipur,139,08-08-2023,en,0.4939,positive
1375,beauty manipur lie diversity unity force oppression violence tear,1124,08-08-2023,en,-0.0772,negative
1376,gaurav gogoi pose question pm modi inaction manipur sansad tv begin list government scheme sector success ticker read india ayurvedic herbal medicine export newslaundrycom 8n,724,08-08-2023,en,0.4019,positive
1377,ban rss godimodi medium hatespeech wait 2nd haryana 2nd manipur,0,08-09-2023,en,-0.5574,negative
1379,pm ask isro release image manipur isro release view moon chandrayan,58,08-08-2023,en,0.0,neutral
1380,hare government ignite manipur violence home minister rape killing happen kukki sister parade naked,0,08-09-2023,no,-0.9349,negative
1381,सनए क full video pipedvideo,91,08-08-2023,it,0.0,neutral
1382,shameful mr modi bjp government ethnic cleansing manipur haryana,0,08-09-2023,en,-0.4939,negative
1383,woman carry weave loom head manipur diverse handloom product nation let promote preserve empower vibrant hand loom heritage,19,08-07-2021,en,0.7506,positive
1384,watch press conference elaborate extensively cong betray north east particularly reference current situation manipur,871,08-08-2023,en,-0.6369,negative
1385,break news today manipur police file india old millitary force assam rifle day alive,532,08-08-2023,en,0.3818,positive
1386,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,330,08-08-2023,en,-0.8442,negative
1387,fact burn manipur,0,08-09-2023,en,0.0,neutral
1388,kuki militant leave chancethey human beingsthey care holy place terrify torture government send belong,0,08-09-2023,en,-0.6369,negative
1389,meitei hindu start attack muslims muslim help christian kukis attack hindus muslim face attack armed hindus support police government hindu kill christians,186,08-08-2023,en,-0.8625,negative
1392,manipur state government tell supreme court recover steal arm comb operation weapon state armourie recovery claim recovery,306,08-06-2023,en,-0.2023,negative
1393,child endure anguish suffer kid violence leave last impression child heartbreake child forget peace return interact play,114,08-08-2023,en,-0.7783,negative
1394,make video violence muslims india haryana specifically manifest killing ethnicallyreligiously marginalize group manipur receive end communal violence definitely choice,217,08-07-2023,en,-0.8979,negative
1395,antecedent important character lesson teach history british period year standing order president manipur state darbar ban kukis possess firearm,206,08-08-2023,en,-0.4215,negative
1396,extremely charge indeed shield kuki militant block manipur police job warrant fullfledge investigation court martial assam rifle answer chinkuki,181,08-08-2023,en,-0.4404,negative
1397,long timeopposition look coherent outsmarted bjp strategy send congress lok sabha mp surprise open batsman noconfidence motion central govt manipur issue cover reverent issue lok sabha mp,2085,08-08-2023,en,0.2732,neutral
1398,break independent mp navneet rana debate noconfidence motion lok sabha manipur incident happen opposition alliance july photoop delegation rajasthan minor girl,545,08-08-2023,en,0.0,neutral
1399,beauty manipur lie diversity unity force oppression violence tear,1125,08-08-2023,en,-0.0772,negative
1400,worry manipur intreste timing raga speak max political mileage fact exercise confidence build rahul gsat nation hear raga fun smile,39,08-08-2023,en,0.7351,positive
1401,meiteicentric manipur government attempt silence dissent free speech block internet day consistently target twitter account speak include itlfs account strengthen resolve,210,08-08-2023,en,0.6486,positive
1402,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,333,08-08-2023,en,-0.8442,negative
1403,level surpass expectation evolve psychological manipulation neutral party coerce participate conflict sad learn mosque kwakta repurpose bunker,248,08-08-2023,en,-0.5994,negative
1404,মণপর উততরবঙগ সবদ নসতবধতর শমশন ধরযরও যদধ রপযণ ভটটচরয,4,08-08-2023,bn,0.0,neutral
1405,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2089,08-08-2023,en,0.2263,neutral
1406,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date,1138,08-08-2023,it,0.0,neutral
1407,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,228,08-08-2023,en,-0.6808,negative
1408,hear dmk india alliance opposition party talk dpdp parliament bcaz decide participate discussion manipur issue addressedif trueit poor strategy bjp pass bill discussion,88,08-08-2023,en,-0.1027,negative
1409,yrs priest krishna temple churachandpur narrate ordeal temple destroy machinery vow eat regular food back temple churachandpur manipur survive rice flake family,209,08-08-2023,en,-0.5423,negative
1410,manipur meitei state police fire central force proof need pray safety indian army protector nation dear soldier life precious life,217,08-03-2023,en,0.8402,positive
1411,india enter tripartite agreement pakistani militant group wage war india fact june home ministry initiate investigation mr guite president zra india family indian passport,444,08-08-2023,en,-0.1779,negative
1412,support meiteis sanghis meiteis open minded buy land settle manipur make hindu kangleipak,337,08-07-2023,et,0.4019,positive
1413,confidence motion debate manipur awareness level average journalist,2456,08-08-2023,fr,0.5106,positive
1414,,25,08-08-2023,,0.0,neutral
1415,roar august mr lok sabha,767,08-08-2023,et,0.0,neutral
1416,civilian beg protection defence force duty protect train pay salary protect demand accountability beg ema,7,08-08-2023,en,0.5719,positive
1417,confidence motion debate manipur awareness level average journalist,2458,08-08-2023,fr,0.5106,positive
1418,mark modi silent manipur petrol lpgchina inflation ultimately tamatar answer people leader shri rahul gandhi ji,57,08-08-2023,en,0.0,neutral
1419,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,334,08-08-2023,en,-0.8442,negative
1420,manipur unrest amid mass displacement mother plead find miss son ngangom share harrowing ordeal escape violent outbreak sugnuserau area experience horror allegedly arm kuki militants ngangom family world,595,08-06-2023,en,-0.743,negative
1421,shamelessly ravage manipur successfully create crack haryana bulldoze minority bruteforce draconian bill hold accountable balasore bail molester parole rapist murderer maintain silence china governance,170,08-08-2023,en,-0.8979,negative
1423,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2473,08-08-2023,en,-0.7579,negative
1424,today live discuss important aspect issue removal assam rifle key friction point,288,08-08-2023,en,0.2023,neutral
1425,feather narendra modis cap issue handle manipur manipur police fire assam rifle,229,08-08-2023,en,-0.34,negative
1426,minority kill ruthlessly kill flee state woman strip gangrape parade naked street manipurthe cm helpless pm come parliament,116,08-08-2023,en,-0.9246,negative
1427,call naya kashmir build blood hindus liar brag kashmir continue killing hindus kashmir india anymore islamic state forbid ditto manipur mewat kudo modi,160,08-07-2023,en,-0.875,negative
1428,burn tyre thousand storm meetei village burn house manipur burn kukis explanation burn vandalise meetei house,15,08-08-2023,en,0.0,neutral
1429,manipur internet surrounding internet facility high crime travel close police station file case culpritsbut video till commencement session,0,08-09-2023,en,-0.5423,negative
1430,gesture sensitive time uncalled unwarrantedwhatever reason reinforce conviction work hand glove explain,59,08-03-2023,en,0.4939,positive
1431,watch youth congress worker hold sansad gherao protest delhi manipur issue,261,08-08-2023,en,-0.25,negative
1432,long timeopposition look coherent outsmarted bjp strategy send congress lok sabha mp surprise open batsman noconfidence motion central govt manipur issue cover reverent issue lok sabha mp,2086,08-08-2023,en,0.2732,neutral
1433,pm spoken issue haryana manipur issue tht punish,0,08-09-2023,en,-0.5267,negative
1434,idea walk rajyasabha rest life party politic opposition manipur spoil importance,0,08-09-2023,en,0.6369,positive
1435,thalaivar ku vengaivayala parthe pesaa kelvi kekaille manipur poitaru,1,08-09-2023,fi,0.0,neutral
1436,yatra shamil weapon manipur ghatna anjam dene muslimon jenocide plan aas pass jilon ikattha police sarkar support,0,08-09-2023,id,0.6124,positive
1437,manipur state unit bjp submit memorandum sign pm modiji demand permanent removal assam rifle state interest general public yestrdy meira paibis group fam inhuman act demand removal assam rifle,34,08-08-2023,en,0.25,neutral
1438,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2795,08-08-2023,en,0.5106,positive
1439,official version state government manipur record shade,277,08-08-2023,en,0.0,neutral
1440,army leadership stand force command manipur police register assam rifle block vehicle obstruct discharge duty altercation force week indiatodayneinmanipurstor,181,08-08-2023,en,-0.4404,negative
1441,assam rifle block manipur police surely attack tribal security ustribal faith state force lead radical meiteis attack tribal village,0,08-09-2023,en,-0.25,negative
1442,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2474,08-08-2023,en,-0.7579,negative
1443,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1920,08-08-2023,en,-0.128,negative
1444,namo undone lot damage mms reduce seat gm neet significantly demolish temple hundred away temple gold tax hilt revdi galore wrt corruption mishandle caa manipur haryana lno endless mess,94,08-08-2023,en,-0.6908,negative
1445,prashant bhushan catch spread fake news amid manipur unrest call dehraduni singer father manipuri kuki meiti detail opindiacom 202308prashant,361,08-08-2023,en,-0.4767,negative
1447,rohini ji pls person viral manipur video viral day happen wait parliament session congress opposition question person,0,08-09-2023,fr,0.0772,neutral
1448,ji difficult question fail double engine sarkar state hub lawlessness,213,08-08-2023,fr,-0.7184,negative
1449,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,335,08-08-2023,en,-0.8442,negative
1450,young teenager weapon training place churachandpur fight frontline call front line locate valley region hill declare large percentage manipur exclusively refuse,1194,08-06-2023,en,-0.7184,negative
1451,chapter assam riffle wide poppy cultivation find assam riffle camp manipur find reason relationship,94,08-08-2023,en,0.0,neutral
1452,expose speak bless particular community speak religious place bunker wholly wrong fact meiteis respect holy place mayhem lead question securitysafety live,277,08-08-2023,en,0.296,neutral
1453,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2090,08-08-2023,en,0.2263,neutral
1454,assam riffle personnel chronology samjhiye kuki militant kill meitei civilian home locate muslim dominate area manipur police move catch culprit assam riffle stop block armoured,549,08-08-2023,en,-0.8834,negative
1455,state government act incident video woman parade viral july zero file saikul police kangpokpi district thewireinwomenmanipur 5p,613,08-07-2023,en,0.0,neutral
1456,bulldoze tribal manipur doubt ethnic cleansing tribal colony forcefully illegally evict destroy house include church perceivable he s plan civil war tribal,283,08-08-2023,en,-0.872,negative
1457,video expose manipur police commando meitei arm group sinister design pitch muslims kukizo masjid bunker kwata bisnupur district,457,08-08-2023,en,-0.6705,negative
1458,tribal conflict manipur exploit motivated section pass political commentary bjp attack conversion law place reasonable limit freedom religion check predatory behavior,0,08-09-2023,en,0.34,neutral
1460,pm accept doubleengine government completely fail manipur dy leader congress loksabha,34,08-08-2023,en,-0.2944,negative
1463,age traditional cultural festival fondly remember stay manipur celebrate indigenous yelhoumee tradition celebrate century xtans step foot,56,08-07-2023,en,0.926,positive
1464,give fuck half fuck eighth fuck microfuck numbnut billionaire cage match manipur burn haryana govt terrorising muslims bulldozing houseshop pm whataboutary,34,08-08-2023,en,-0.9382,negative
1465,untold story meitei victim torbung bishnupur manipur august,91,08-08-2023,en,-0.2732,negative
1466,video violence woman manipur horrify shake woman justice early possible humble request medium show humanity respect circulate video woman,1,20-07-2023,en,-0.4215,negative
1467,happen kashmir punjab army blast state hindu majority state special child,130,08-05-2023,en,0.4019,positive
1468,incredibly distressing debut parliament session regard concern pm modi bjp manipur pm parrot beti bachao rajya sabha single day speak issue despite notice issue,2146,08-08-2023,en,-0.4576,negative
1469,hindutva meitei terrorist india puppet uniform patrol manipur sponsor weapon bootlicker emissary death damodar das narendra modi,148,08-08-2023,en,-0.8957,negative
1470,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3048,08-08-2023,en,-0.3818,negative
1471,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,336,08-08-2023,en,-0.8442,negative
1472,congress deputy leader lok sabha mr lead debate india alliance side,2815,08-08-2023,es,0.0,neutral
1474,coward pm fear visit manipur n attend parliament absent fear onslaught source,0,08-09-2023,en,-0.8555,negative
1475,confidence motion debate manipur awareness level average journalist,2463,08-08-2023,fr,0.5106,positive
1476,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,853,08-08-2023,en,0.6908,positive
1477,r block road block road reinforcement require fight today brutal killing civilians kwakta bishnupur district manipur,70,08-05-2023,en,-0.9509,negative
1478,long timeopposition look coherent outsmarted bjp strategy send congress lok sabha mp surprise open batsman noconfidence motion central govt manipur issue cover reverent issue lok sabha mp,2091,08-08-2023,en,0.2732,neutral
1479,narendra modi symbol lie india ask question economy employment price rise woman safety dalit adani manipur modi open mouth lie cheat open modi,221,08-08-2023,en,-0.0516,negative
1480,రహల గధ వయహతమకగ వయవహరసతననర telugunews 18comnewsnatio,2,08-09-2023,te,0.0,neutral
1481,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2796,08-08-2023,en,0.5106,positive
1482,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2092,08-08-2023,en,0.2263,neutral
1483,bjp modi sarkar gujrat model part manipur haryana chor lutere doli sabka sabka vikas bakwa,2,08-08-2023,id,0.0,neutral
1484,shame shame shame manipur mix rice,0,08-09-2023,sq,-0.8519,negative
1486,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1921,08-08-2023,en,-0.128,negative
1487,u exact issue information happen tackle u u fast action simply manipur fail,0,08-09-2023,fr,-0.5423,negative
1488,u give inch nhd hïrüt worry haryana vibe nuh roads care manipur talk conquering call azad kashmir gilgit baltistan part ñdìã,1,08-09-2023,en,0.0772,neutral
1489,gaurav gogoi pose question pm modi inaction manipur sansad tv begin list government scheme sector success ticker read india ayurvedic herbal medicine export newslaundrycom 8n,725,08-08-2023,en,0.4019,positive
1490,violence maitati manipur convert christians maitai krishna bhakt hindu culture heritage destroy remember famous manipur dance depict krishna leela,449,08-08-2023,fr,-0.8225,negative
1491,bullshit fck rule previous promote unfit resign immediately arrest cm parliament,0,08-08-2023,en,-0.7184,negative
1492,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3051,08-08-2023,en,-0.3818,negative
1493,year visit festive mood umang lai haoraoba celebration deity year engulf home show sign end,38,08-08-2023,en,0.4588,positive
1494,question ask manipur answersand pm abscond parliament probably sit office building,0,08-08-2023,en,0.0,neutral
1495,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2066,08-08-2023,en,-0.7579,negative
1496,mr war tear manipur give standing ovation feat question remain picnic solve situation resign immediately incompetence,10,08-08-2023,en,-0.8316,negative
1497,meiteis force muslims manipur fight kukizo war moral code meiteis,1,08-08-2023,en,-0.7579,negative
1498,shocking input receive manipur international medium favour narendra modile indian government india fund international lobby station churachandpur manipur april 29th conflict,3187,08-06-2023,en,-0.25,negative
1500,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2067,08-08-2023,en,-0.7579,negative
1501,lok sabha debate trust motion congress leader gaurav gogoi pm modi visit manipur bjp team,16,08-08-2023,en,0.5106,positive
1502,manipur fly zone prime minister plane compulsion modi shah retain chief minister despite failure,25,08-08-2023,en,0.4023,positive
